"Story","Title","Result","Date","Stability","Duration (s)"
"Verify API automation on reqres website","To verify Rest service for single user","ERROR","2022-06-21T21:26:35.645+01:00[Europe/London]","0.0","0.01"
"Verify API automation on reqres website","To verify Rest service for update user endpoint","ERROR","2022-06-21T21:26:36.197+01:00[Europe/London]","0.0","0.03"
